1990,Child's Play 2,72,Fantasy,R,5.7,John Lafia,Jenny Agutter,Beth Grant,Greg Germann,
1992,Bram Stoker's Dracula,155,Fantasy,R,7.5,Francis Ford Coppola,Keanu Reeves,Anthony Hopkins,Gary Oldman
1993,Warlock: The Armageddon,98,Fantasy,R,5.3,Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall
