1998,The Man in the Iron Mask,132,Action,PG-13,6.4,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godreche
1998,Lost in Space,130,Action,PG-13,5.1,Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart
1998,Blade,110,Action,R,7.1,Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier
1998,Star Trek: Insurrection,103,Action,PG,6.4,Jonathan Frakes,LeVar Burton,Jonathan Frakes,Michael Dorn
1998,Six Days Seven Nights,98,Action,PG-13,5.7,Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris
1998,The Mask of Zorro,136,Action,PG-13,6.7,Martin Campbell,Anthony Hopkins,Tony Amendola,Stuart Wilson
1998,Enemy of the State,140,Action,R,7.3,Tony Scott,Will Smith,Jake Busey,Lisa Bonet
1998,Lethal Weapon 4,127,Action,R,6.6,Richard Donner,Jet Li,Rene Russo,Darlene Love
1998,Deep Impact,120,Action,PG-13,6.1,Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall
1998,Armageddon,153,Action,PG-13,6.6,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton
1998,Saving Private Ryan,169,Action,R,8.6,Steven Spielberg,Tom Hanks,Vin Diesel,Matt Damon
